,episode,exploitability
0,200,0.06870811661336415
1,400,0.057487553300788585
2,600,0.0537406547988509
3,800,0.051864656156713596
4,1000,0.05073830774797758
5,1200,0.049987096108466356
6,1400,0.04945036316830495
7,1600,0.04904772965103757
8,1800,0.04873452056847746
9,2000,0.04848392199717344
10,2200,0.0482788661012534
11,2400,0.04810797195392444
12,2600,0.047963359105684944
13,2800,0.04783939786019292
14,3000,0.047731959273213664
15,3200,0.047637946314097956
16,3400,0.047554990451026125
17,3600,0.047481249346418286
18,3800,0.04741526842119603
19,4000,0.047355883939385196
20,4200,0.04730215377624283
21,4400,0.047253307063511774
22,4600,0.04720870696784066
23,4800,0.047167822772663015
24,5000,0.047130208659083295
25,5200,0.047095487382541434
26,5400,0.04706333757621195
27,5600,0.04703348377461938
28,5800,0.04700568850097678
29,6000,0.04697974593679202
30,6200,0.04695547681651585
31,6400,0.046932724279290655
32,6600,0.04691135047481659
33,6800,0.046891233768091345
34,7000,0.04687226642327019
35,7200,0.046854352673495275
36,7400,0.046837407103683754
37,7600,0.0468213532886311
38,7800,0.04680612264061104
39,8000,0.04679165342981223
40,8200,0.04677788994810994
41,8400,0.04676478179228313
42,8600,0.04675228324723765
43,8800,0.04674035275332444
44,9000,0.04672895244467587
45,9200,0.04671804774775001
46,9400,0.046707607031120396
47,9600,0.046697601299039576
48,9800,0.04668800392251768
49,10000,0.046678790402671116
50,10200,0.04666993816190884
51,10400,0.04666142635921078
52,10600,0.04665323572631544
53,10800,0.0466453484221081
54,11000,0.04663774790289127
55,11200,0.046630418806555385
56,11400,0.046623346848938235
57,11600,0.04661651873090794
58,11800,0.046609922054892255
59,12000,0.04660354524975416
60,12200,0.04659737750305826
61,12400,0.0465914086998894
62,12600,0.04658562936749808
63,12800,0.046580030625135466
64,13000,0.046574604138518105
65,13200,0.04656934207843269
66,13400,0.04656423708304658
67,13600,0.046559282223544135
68,13800,0.04655447097275145
69,14000,0.046549797176448776
70,14200,0.04654525502710907
71,14400,0.04654083903982312
72,14600,0.04653654403020416
73,14800,0.04653236509408348
74,15000,0.04652829758883112
75,15200,0.046524337116148895
76,15400,0.04652047950620761
77,15600,0.04651672080300159
78,15800,0.046513057250816586
79,16000,0.0465094852817122
80,16200,0.04650600150393194
81,16400,0.04650260269116027
82,16600,0.046499285772557936
83,16800,0.04649604782350711
84,17000,0.04649288605701152
85,17200,0.046489797815694456
86,17400,0.04648678056435088
87,17600,0.046483831883005505
88,17800,0.04648094946043979
89,18000,0.04647813108815041
90,18200,0.04647537465470594
91,18400,0.04647267814047107
92,18600,0.04647003961267254
93,18800,0.046467457220777525
94,19000,0.04646492919216638
95,19200,0.04646245382807507
96,19400,0.046460029499787836
97,19600,0.04645765464506374
98,19800,0.04645532776477973
99,20000,0.04645304741977477
100,20200,0.04645081222788097
101,20400,0.046448620861130274
102,20600,0.04644647204312488
103,20800,0.046444364546556066
104,21000,0.04644229719086748
105,21200,0.046440268840050286
106,21400,0.04643827840056089
107,21600,0.04643632481935553
108,21800,0.04643440708203281
109,22000,0.04643252421107669
110,22200,0.04643067526419559
111,22400,0.046428859332749234
112,22600,0.046427075540260265
113,22800,0.046425323041004024
114,23000,0.0464236010186706
115,23200,0.046421908685097796
116,23400,0.046420245279067684
117,23600,0.04641861006516548
118,23800,0.04641700233269527
119,24000,0.046415421394649936
120,24200,0.04641386658673208
121,24400,0.04641233726642402
122,24600,0.046410832812101954
123,24800,0.04640935262219384
124,25000,0.04640789611437704
125,25200,0.04640646272481436
126,25400,0.04640505190742719
127,25600,0.046403663133200684
128,25800,0.04640229588952302
129,26000,0.04640094967955441
130,26200,0.04639962402162534
131,26400,0.046398318448661546
132,26600,0.046397032507635716
133,26800,0.04639576575904347
134,27000,0.04639451777640194
135,27200,0.04639328814577168
136,27400,0.046392076465298304
137,27600,0.046390882344775425
138,27800,0.046389705405224774
139,28000,0.0463885452784957
140,28200,0.04638740160688157
141,28400,0.046386274042750975
142,28600,0.046385162248196776
143,28800,0.046384065894697485
144,29000,0.04638298466279406
145,29200,0.0463819182417792
146,29400,0.04638086632940033
147,29600,0.04637982863157325
148,29800,0.046378804862108464
149,30000,0.046377794742448075
150,30200,0.04637679800141306
151,30400,0.04637581437496033
152,30600,0.04637484360594943
153,30800,0.0463738854439191
154,31000,0.04637293964487091
155,31200,0.04637200597106306
156,31400,0.04637108419081018
157,31600,0.04637017407829247
158,31800,0.046369275413371075
159,32000,0.046368387981410214
160,32200,0.04636751157310648
161,32400,0.046366645984324245
162,32600,0.0463657910159376
163,32800,0.046364946473676866
164,33000,0.04636411216798181
165,33200,0.04636328791385974
166,33400,0.04636247353074907
167,33600,0.04636166884238696
168,33800,0.04636087367668226
169,34000,0.04636008786559312
170,34200,0.046359311245008694
171,34400,0.046358543654633405
172,34600,0.046357784937878926
173,34800,0.04635703494175608
174,35000,0.04635629351677273
175,35200,0.04635556051683379
176,35400,0.046354835799146094
177,35600,0.046354119224124996
178,35800,0.046353410655305155
179,36000,0.04635270995925367
180,36200,0.04635201700548605
181,36400,0.0463513316663858
182,36600,0.046350653817125775
183,36800,0.04634998333559212
184,37000,0.046349320102311464
185,37200,0.04634866400037946
186,37400,0.046348014915392866
187,37600,0.046347372735382
188,37800,0.04634673735074715
189,38000,0.046346108654195556
190,38200,0.046345486540681685
191,38400,0.04634487090734801
192,38600,0.04634426165346922
193,38800,0.04634365868039633
194,39000,0.046343061891504056
195,39200,0.04634247119213897
196,39400,0.04634188648956969
197,39600,0.046341307692937705
198,39800,0.04634073471321129
199,40000,0.046340167463139015
