,episode,exploitability
0,200,0.16072327671934314
1,400,0.15997615811897337
2,600,0.1597262898349886
3,800,0.15960119972028544
4,1000,0.15952609566540418
5,1200,0.15947600545061588
6,1400,0.15944021651057066
7,1600,0.1594133692170079
8,1800,0.1593924846760417
9,2000,0.15937577495585897
10,2200,0.1593621019862778
11,2400,0.1593507068958442
12,2600,0.15934106422224015
13,2800,0.15933279858163932
14,3000,0.15932563465921273
15,3200,0.1593193659473358
16,3400,0.15931383451412684
17,3600,0.15930891751393203
18,3800,0.15930451795653572
19,4000,0.15930055824491782
20,4200,0.15929697555892391
21,4400,0.15929371849765103
22,4600,0.15929074459754075
23,4800,0.1592880184708202
24,5000,0.1592855103906278
25,5200,0.15928319520258638
26,5400,0.1592810514782027
27,5600,0.15927906084965074
28,5800,0.15927720748216076
29,6000,0.1592754776519141
30,6200,0.15927385940562044
31,6400,0.15927234228391907
32,6600,0.1592709170950584
33,6800,0.15926957572851003
34,7000,0.15926831100053065
35,7200,0.15926711652545938
36,7400,0.1592659866078839
37,7600,0.15926491615183058
38,7800,0.1592639005839224
39,8000,0.15926293578806297
40,8200,0.15926201804967735
41,8400,0.15926114400791744
42,8600,0.1592603106145359
43,8800,0.1592595150983674
44,9000,0.15925875493454514
45,9200,0.1592580278177319
46,9400,0.15925733163876854
47,9600,0.15925666446424025
48,9800,0.15925602451854706
49,10000,0.15925541016812192
50,10200,0.15925481990750864
51,10400,0.15925425234704388
52,10600,0.15925370620193494
53,10800,0.1592531802825504
54,11000,0.15925267348576852
55,11200,0.15925218478725586
56,11400,0.15925171323455542
57,11600,0.15925125794089134
58,11800,0.15925081807960295
59,12000,0.15925039287913584
60,12200,0.15924998161852497
61,12400,0.15924958362331607
62,12600,0.15924919826187278
63,12800,0.15924882494203346
64,13000,0.15924846310807514
65,13200,0.15924811223795152
66,13400,0.1592477718407816
67,13600,0.15924744145455683
68,13800,0.15924712064405058
69,14000,0.15924680899890403
70,14200,0.15924650613187594
71,14400,0.15924621167723643
72,14600,0.15924592528929504
73,14800,0.1592456466410452
74,15000,0.15924537542292003
75,15200,0.15924511134164437
76,15400,0.1592448541191775
77,15600,0.15924460349173547
78,15800,0.15924435920889046
79,16000,0.15924412103273505
80,16200,0.15924388873710923
81,16400,0.15924366210688495
82,16600,0.159243440937301
83,16800,0.15924322503334612
84,17000,0.15924301420918544
85,17200,0.15924280828762716
86,17400,0.1592426070996258
87,17600,0.159242410483819
88,17800,0.15924221828609658
89,18000,0.15924203035919748
90,18200,0.15924184656233312
91,18400,0.15924166676083557
92,18600,0.159241490825829
93,18800,0.15924131863392138
94,19000,0.15924115006691567
95,19200,0.15924098501153983
96,19400,0.15924082335919207
97,19600,0.15924066500570358
98,19800,0.15924050985111382
99,20000,0.1592403577994606
100,20200,0.15924020875858236
101,20400,0.15924006263993098
102,20600,0.15923991935839724
103,20800,0.15923977883214532
104,21000,0.15923964098245633
105,21200,0.15923950573358217
106,21400,0.15923937301260604
107,21600,0.15923924274931198
108,21800,0.1592391148760605
109,22000,0.15923898932767136
110,22200,0.15923886604131346
111,22400,0.1592387449563994
112,22600,0.15923862601448655
113,22800,0.15923850915918233
114,23000,0.1592383943360558
115,23200,0.15923828149255315
116,23400,0.1592381705779166
117,23600,0.15923806154310963
118,23800,0.15923795434074337
119,24000,0.15923784892500875
120,24200,0.1592377452516112
121,24400,0.15923764327770784
122,24600,0.15923754296184914
123,24800,0.15923744426392294
124,25000,0.1592373471451005
125,25200,0.15923725156778595
126,25400,0.1592371574955665
127,25600,0.1592370648931683
128,25800,0.1592369737264104
129,26000,0.159236883962164
130,26200,0.1592367955683119
131,26400,0.15923670851370997
132,26600,0.15923662276815026
133,26800,0.1592365383023273
134,27000,0.15923645508780335
135,27200,0.15923637309697722
136,27400,0.15923629230305383
137,27600,0.15923621268001428
138,27800,0.15923613420258884
139,28000,0.15923605684622943
140,28200,0.15923598058708444
141,28400,0.1592359054019742
142,28600,0.1592358312683671
143,28800,0.15923575816435764
144,29000,0.15923568606864466
145,29200,0.1592356149605102
146,29400,0.15923554481980062
147,29600,0.1592354756269065
148,29800,0.15923540736274466
149,30000,0.15923534000874154
150,30200,0.15923527354681494
151,30400,0.15923520795935822
152,30600,0.1592351432292261
153,30800,0.15923507933971776
154,31000,0.15923501627456355
155,31200,0.15923495401791105
156,31400,0.1592348925543117
157,31600,0.15923483186870785
158,31800,0.1592347719464211
159,32000,0.1592347127731394
160,32200,0.15923465433490683
161,32400,0.15923459661811157
162,32600,0.15923453960947612
163,32800,0.15923448329604667
164,33000,0.15923442766518361
165,33200,0.1592343727045518
166,33400,0.15923431840211133
167,33600,0.1592342647461093
168,33800,0.15923421172507088
169,34000,0.1592341593277908
170,34200,0.15923410754332668
171,34400,0.15923405636099
172,34600,0.15923400577033936
173,34800,0.15923395576117394
174,35000,0.1592339063235257
175,35200,0.15923385744765298
176,35400,0.15923380912403423
177,35600,0.15923376134336223
178,35800,0.15923371409653775
179,36000,0.15923366737466327
180,36200,0.15923362116903836
181,36400,0.15923357547115377
182,36600,0.15923353027268586
183,36800,0.1592334855654923
184,37000,0.15923344134160675
185,37200,0.15923339759323407
186,37400,0.15923335431274566
187,37600,0.15923331149267583
188,37800,0.15923326912571653
189,38000,0.15923322720471333
190,38200,0.15923318572266237
191,38400,0.15923314467270458
192,38600,0.15923310404812413
193,38800,0.15923306384234312
194,39000,0.15923302404891826
195,39200,0.15923298466153837
196,39400,0.15923294567402035
197,39600,0.15923290708030569
198,39800,0.1592328688744576
199,40000,0.15923283105065852
