,episode,exploitability
0,199,0.2650728384346781
1,399,0.2645048642511081
2,599,0.26431490949087644
3,799,0.26421981353725366
4,999,0.2641627179646978
5,1199,0.2641246384029853
6,1399,0.26409743095025656
7,1599,0.264077021112202
8,1799,0.2640611442753832
9,1999,0.2640484412190385
10,2199,0.2640380467599403
11,2399,0.26402938398915526
12,2599,0.26402205343994434
13,2799,0.26401576973817587
14,2999,0.2640103235841266
15,3199,0.2640055579866575
16,3399,0.26400135288286386
17,3599,0.26399761488307405
18,3799,0.26399427025342687
19,3999,0.26399126000314965
20,4199,0.26398853637513076
21,4399,0.2639860602933977
22,4599,0.2639837994763228
23,4799,0.2639817270214286
24,4999,0.2639798203297732
25,5199,0.26397806027850657
26,5399,0.2639764305772684
27,5599,0.2639749172624785
28,5799,0.26397350829623456
29,5999,0.2639721932454211
30,6199,0.2639709630229157
31,6399,0.2639698096773047
32,6599,0.263968726220838
33,6799,0.2639677064877327
34,6999,0.26396674501676776
35,7199,0.26396583695343867
36,7399,0.263964977967981
37,7599,0.26396416418633584
38,7799,0.26396339213173303
39,7999,0.26396265867503577
40,8199,0.2639619609923514
41,8399,0.26396129652869854
42,8599,0.26396066296673876
43,8799,0.2639600581997774
44,8999,0.26395948030836147
45,9199,0.2639589275399291
46,9399,0.2639583982910546
47,9599,0.2639578910919188
48,9799,0.2639574045926768
49,9999,0.2639569375514583
50,10199,0.2639564888237865
51,10399,0.26395605735321176
52,10599,0.2639556421630098
53,10799,0.26395524234879886
54,10999,0.26395485707196475
55,11199,0.2639544855537896
56,11399,0.2639541270701964
57,11599,0.26395378094704075
58,11799,0.2639534465558795
59,11999,0.2639531233101608
60,12199,0.26395281066179244
61,12399,0.26395250809804216
62,12599,0.2639522151387278
63,12799,0.26395193133367717
64,12999,0.26395165626041783
65,13199,0.2639513895220812
66,13399,0.26395113074549004
67,13599,0.26395087957941576
68,13799,0.26395063569299004
69,13999,0.2639503987742503
70,14199,0.26395016852880737
71,14399,0.2639499446786273
72,14599,0.26394972696090874
73,14799,0.26394951512705656
74,14999,0.2639493089417306
75,15199,0.26394910818197725
76,15399,0.2639489126364244
77,15599,0.2639487221045388
78,15799,0.26394853639593974
79,15999,0.26394835532976574
80,16199,0.2639481787340854
81,16399,0.2639480064453541
82,16599,0.2639478383079087
83,16799,0.2639476741734973
84,16999,0.2639475139008448
85,17199,0.2639473573552467
86,17399,0.26394720440819097
87,17599,0.2639470549370073
88,17799,0.26394690882453814
89,17999,0.26394676595883204
90,18199,0.26394662623285925
91,18399,0.2639464895442424
92,18599,0.263946355795008
93,18799,0.2639462248913512
94,18999,0.2639460967434166
95,19199,0.26394597126509134
96,19399,0.26394584837381563
97,19599,0.26394572799039767
98,19799,0.2639456100388447
99,19999,0.26394549444620496
100,20199,0.2639453811424147
101,20399,0.26394527006015867
102,20599,0.26394516113473515
103,20799,0.2639450543039309
104,20999,0.2639449495079016
105,21199,0.26394484668906276
106,21399,0.263944745791982
107,21599,0.2639446467632787
108,21799,0.2639445495515327
109,21999,0.26394445410719275
110,22199,0.263944360382493
111,22399,0.26394426833137397
112,22599,0.2639441779094063
113,22799,0.26394408907371913
114,22999,0.26394400178293326
115,23199,0.26394391599709555
116,23399,0.2639438316776197
117,23599,0.2639437487872268
118,23799,0.26394366728989116
119,23999,0.2639435871507876
120,24199,0.2639435083362429
121,24399,0.26394343081368676
122,24599,0.26394335455160856
123,24799,0.26394327951951424
124,24999,0.26394320568788554
125,25199,0.26394313302814115
126,25399,0.2639430615125995
127,25599,0.26394299111444464
128,25799,0.2639429218076919
129,25999,0.2639428535671553
130,26199,0.2639427863684198
131,26399,0.26394272018780596
132,26599,0.26394265500235153
133,26799,0.2639425907897782
134,26999,0.2639425275284672
135,27199,0.26394246519743575
136,27399,0.26394240377631306
137,27599,0.26394234324531934
138,27799,0.26394228358524385
139,27999,0.26394222477742457
140,28199,0.2639421668037294
141,28399,0.26394210964653614
142,28599,0.26394205328871656
143,28799,0.26394199771361704
144,28999,0.26394194290504436
145,29199,0.2639418888472481
146,29399,0.26394183552490724
147,29599,0.26394178292311427
148,29799,0.26394173102736174
149,29999,0.2639416798235296
150,30199,0.2639416292978717
151,30399,0.2639415794370029
152,30599,0.26394153022788897
153,30799,0.2639414816578337
154,30999,0.2639414337144684
155,31199,0.26394138638574216
156,31399,0.2639413396599104
157,31599,0.263941293525526
158,31799,0.2639412479714303
159,31999,0.26394120298674284
160,32199,0.26394115856085437
161,32399,0.26394111468341686
162,32599,0.26394107134433564
163,32799,0.263941028533763
164,32999,0.2639409862420905
165,33199,0.26394094445994043
166,33399,0.26394090317816044
167,33599,0.26394086238781556
168,33799,0.2639408220801828
169,33999,0.26394078224674367
170,34199,0.26394074287917896
171,34399,0.2639407039693632
172,34599,0.263940665509359
173,34799,0.2639406274914112
174,34999,0.2639405899079418
175,35199,0.2639405527515454
176,35399,0.26394051601498314
177,35599,0.2639404796911796
178,35799,0.26394044377321735
179,35999,0.2639404082543325
180,36199,0.2639403731279105
181,36399,0.2639403383874828
182,36599,0.26394030402672153
183,36799,0.26394027003943643
184,36999,0.26394023641957165
185,37199,0.26394020316120126
186,37399,0.2639401702585257
187,37599,0.26394013770586916
188,37799,0.2639401054976761
189,37999,0.2639400736285076
190,38199,0.2639400420930392
191,38399,0.26394001088605634
192,38599,0.2639399800024539
193,38799,0.263939949437231
194,38999,0.2639399191854893
195,39199,0.263939889242431
196,39399,0.2639398596033552
197,39599,0.2639398302636568
198,39799,0.263939801218822
199,39999,0.2639397724644287
