,Iteration,Exploitability
182,36600,4.219693344770237e-06
183,36800,5.668905332545382e-06
184,37000,7.362903381102903e-06
185,37200,3.7314065501614646e-06
186,37400,5.5978425036185e-06
187,37600,7.73995457481469e-06
188,37800,3.9910426292144585e-06
189,38000,5.611419770013004e-06
190,38200,6.6743201150576414e-06
191,38400,3.6505867907765666e-06
192,38600,6.994982528540916e-06
193,38800,5.730643473922381e-06
194,39000,4.005051365219003e-06
195,39200,7.400755083236676e-06
196,39400,4.4008413121188195e-06
197,39600,5.435367808614977e-06
198,39800,6.195804276354355e-06
199,40000,3.6191347303204946e-06
