,Iteration,Exploitability
0,2,0.27083333333333337
1,4,0.14062500000000003
2,6,0.09672619047619041
3,8,0.09045463963098324
4,10,0.06869879381715754
5,12,0.05617509433642445
6,14,0.055491770881090086
7,16,0.050511690558091016
8,18,0.04926564925379609
9,20,0.04067019775270203
10,22,0.03783806706199727
11,24,0.030887611432971057
12,26,0.029921334314481435
13,28,0.027934570199622366
14,30,0.022976662780746587
15,32,0.024046802161084208
16,34,0.02356335948682406
17,36,0.025843532080471465
18,38,0.022875018372305045
19,40,0.021732718128024298
