,Iteration,Exploitability
0,2,0.4530518924956384
1,4,0.44793587135292123
2,6,0.4429818506049379
3,8,0.43818614583248644
4,10,0.43354486952580107
5,12,0.4290539852007097
6,14,0.4247093541807815
7,16,0.4205067756812849
8,18,0.4164420208511053
9,20,0.4125108614219748
10,22,0.4087090935887151
11,24,0.40503255770622093
12,26,0.4014771543436736
13,28,0.3980388571877419
14,30,0.3947137232370267
15,32,0.39149790068165247
16,34,0.3883876348159649
17,36,0.38537927228952396
18,38,0.3824692639624183
19,40,0.3796541665955073
