,Iteration,Exploitability
0,2,0.45718648565569514
1,4,0.45604080979845457
2,6,0.4548963293841477
3,8,0.4537530679001926
4,10,0.45261104869561175
5,12,0.4514702949777905
6,14,0.45033082980926903
7,16,0.44919267610457264
8,18,0.44805585662707975
9,20,0.4469203939859292
10,22,0.44578631063297003
11,24,0.4446536288597521
12,26,0.4435223707945633
13,28,0.44239255839950886
14,30,0.4412642134676408
15,32,0.4401373576201319
16,34,0.4390120123035017
17,36,0.43788819878689195
18,38,0.43676593815939246
19,40,0.4356452513274218
